,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
225,there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase . how many roses did she cut ?,13 84 91 14,- number3 number0,1.0,"[1, 2, 3, 4, 5, 6, 38, 39, 40, 25, 26, 27, 28, 29, 30]",Subtraction,"33, 31",there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase .,how many roses did she cut ?,,
226,there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase . how many orchids did she cut ?,16 3 7 13,- number2 number1,4.0,"[1, 2, 3, 4, 5, 6, 38, 39, 40, 25, 26, 27, 28, 29, 30]",Subtraction,"33, 12, 31",there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase .,how many orchids did she cut ?,,
227,there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase . how many more roses than orchids are there in the vase now ?,6 20 21 22,- number3 number2,1.0,"[1, 2, 3, 4, 5, 6, 7, 44, 45, 46, 25, 26, 27, 28, 29, 30]",Subtraction,"33, 11, 31",there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase .,how many more roses than orchids are there in the vase now ?,,
228,there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase . how many more orchids than roses are there in the vase now ?,9 6 13 3,- number2 number3,10.0,"[1, 2, 3, 4, 5, 6, 7, 44, 45, 46, 25, 26, 27, 28, 29, 30]",Subtraction,"33, 13, 31",there were number0 roses and number1 orchids in the vase . jessica cut some more roses and orchids from her flower garden . there are now number2 orchids and number3 roses in the vase .,how many more orchids than roses are there in the vase now ?,,
229,robin 's hair was number0 inches long . she cut off some inches of her hair . if her hair is now number1 inches long how much of her hair did she cut ?,17 13,- number0 number1,4.0,"[32, 1, 3, 4, 5, 21, 22, 23, 30, 31]",Subtraction,23,robin 's hair was number0 inches long . she cut off some inches of her hair . if her hair is now number1 inches long,how much of her hair did she cut ?,,
230,robin cut off number0 inches of her hair . if her hair is now number1 inches long how long was her hair before she cut ?,20 10,+ number0 number1,30.0,"[1, 2, 3, 4, 13, 14, 15, 22, 23, 24]",Addition,23,robin cut off number0 inches of her hair . if her hair is now number1 inches long,how long was her hair before she cut ?,,
231,robin 's hair was number0 inches long . she cut off number1 inches . then it again grew by number2 inches . how long is her hair now ?,16 11 12,+ - number0 number1 number2,17.0,"[1, 3, 4, 5, 10, 11, 12, 18, 19, 20, 25, 26, 27]",Addition,21,robin 's hair was number0 inches long . she cut off number1 inches . then it again grew by number2 inches .,how long is her hair now ?,,
232,robin 's hair was number0 inches long . if she grew number1 more inches how long is her hair now ?,19 18,+ number0 number1,37.0,"[2, 3, 4, 5, 10, 11, 12, 13, 17, 18, 19]",Addition,22,robin 's hair was number0 inches long . if she grew number1 more inches,how long is her hair now ?,,
233,robin cut off number0 inches of her hair . if her hair was number1 inches long initially how long is her hair now ?,13 14,- number1 number0,1.0,"[1, 2, 3, 4, 12, 13, 14, 20, 21, 22]",Subtraction,32,robin cut off number0 inches of her hair . if her hair was number1 inches long initially,how long is her hair now ?,,
234,robin 's hair was number0 inches long . it grew by number1 inches . then she cut off number2 inches . how long is her hair now ?,14 8 20,+ - number0 number2 number1,2.0,"[2, 3, 4, 5, 10, 11, 12, 17, 18, 19, 24, 25, 26]",Addition,"21, 32",robin 's hair was number0 inches long . it grew by number1 inches . then she cut off number2 inches .,how long is her hair now ?,,
235,danny has number0 bottle caps in his collection . he found number1 bottle caps at the park . how many bottle caps does he have now ?,12 53,+ number0 number1,65.0,"[1, 2, 3, 4, 6, 10, 11, 12, 13, 23, 24, 25]",Addition,23,danny has number0 bottle caps in his collection . he found number1 bottle caps at the park .,how many bottle caps does he have now ?,,
236,danny has number0 bottle caps in his collection . he found some more bottle caps at the park . if he has number1 bottle caps now how many bottle caps did he find at the park ?,21 53,- number1 number0,32.0,"[1, 2, 3, 4, 33, 34, 35, 8, 13, 21, 22, 23, 24]",Subtraction,23,danny has number0 bottle caps in his collection . he found some more bottle caps at the park . if he has number1 bottle caps now,how many bottle caps did he find at the park ?,,
237,danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection . how many bottle caps did danny have at first ?,63 51 33,- + number2 number1 number0,21.0,"[1, 2, 37, 6, 7, 8, 9, 10, 38, 39, 13, 16, 17, 18, 19, 23, 24, 25, 26]",Subtraction,21,danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection .,how many bottle caps did danny have at first ?,,
238,danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection . how many more bottle caps did danny find at the park than those he threw away ?,36 35 22,- number0 number1,1.0,"[1, 2, 6, 7, 8, 9, 10, 44, 13, 45, 46, 16, 17, 18, 19, 23, 24, 25, 26]",Subtraction,"21, 11",danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection .,how many more bottle caps did danny find at the park than those he threw away ?,,
239,danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection . how many more bottle caps did danny throw away than those he found at the park ?,30 63 42,- number1 number0,33.0,"[1, 2, 6, 7, 8, 9, 10, 44, 13, 45, 46, 16, 17, 18, 19, 23, 24, 25, 26]",Subtraction,"21, 11",danny collects bottle caps . he found number0 bottle caps at the park while he threw away number1 old ones . now he has number2 bottle caps in his collection .,how many more bottle caps did danny throw away than those he found at the park ?,,
240,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection . how many bottle caps did danny have at first ?,22 8 28 63,- number2 number0,6.0,"[1, 2, 6, 38, 8, 9, 10, 11, 12, 13, 14, 39, 40, 21, 22, 23, 24, 25, 26, 27]",Subtraction,33,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection .,how many bottle caps did danny have at first ?,,
241,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection . how many wrappers did danny have at first ?,22 30 17 57,- number3 number1,27.0,"[1, 2, 5, 37, 38, 8, 9, 10, 11, 12, 13, 14, 39, 21, 22, 23, 24, 25, 26, 27]",Subtraction,"33, 12",danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection .,how many wrappers did danny have at first ?,,
242,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection . how many more bottle caps than wrappers did danny find at the park ?,30 14 7 86,- number0 number1,16.0,"[1, 2, 8, 9, 10, 11, 12, 13, 14, 42, 43, 44, 21, 22, 23, 24, 25, 26, 27]",Subtraction,"33, 11",danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection .,how many more bottle caps than wrappers did danny find at the park ?,,
243,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection . how many more wrappers than bottle caps did danny find at the park ?,11 28 68 51,- number1 number0,17.0,"[1, 2, 8, 9, 10, 11, 12, 13, 14, 42, 43, 44, 21, 22, 23, 24, 25, 26, 27]",Subtraction,"33, 13",danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection .,how many more wrappers than bottle caps did danny find at the park ?,,
244,danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection . how many more bottle caps than wrappers does danny have now ?,71 24 28 16,- number2 number3,12.0,"[1, 2, 8, 9, 10, 11, 12, 13, 14, 40, 41, 42, 21, 22, 23, 24, 25, 26, 27]",Subtraction,"33, 11",danny collects bottle caps and wrappers . he found number0 bottle caps and number1 wrappers at the park . now he has number2 bottle caps and number3 wrappers in his collection .,how many more bottle caps than wrappers does danny have now ?,,
