,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
664,after eating a hearty meal they went to see the buckingham palace . there were number0 paintings in the buckingham palace . there rachel learned that number1 visitors came to the buckingham palace that day . if there were number2 visitors the previous day how many visited the buckingham palace within number3 days ?,71 557 188 57,+ number1 number2,745.0,"[1, 2, 38, 39, 40, 6, 14, 15, 16, 50, 51, 52, 25, 26, 27]",Addition,33,after eating a hearty meal they went to see the buckingham palace . there were number0 paintings in the buckingham palace . there rachel learned that number1 visitors came to the buckingham palace that day . if there were number2 visitors the previous day,how many visited the buckingham palace within number3 days ?,,
665,after eating a hearty meal they went to see the buckingham palace . there were number0 paintings in the buckingham palace . there rachel learned that number1 visitors came to the buckingham palace that day . if there were number2 visitors the previous day how many more visitors visited the buckingham palace on that day than on the previous day ?,39 661 600,- number1 number2,61.0,"[1, 2, 58, 38, 39, 40, 6, 9, 10, 12, 59, 14, 15, 16, 25, 26, 27, 57]",Subtraction,"33, 11",after eating a hearty meal they went to see the buckingham palace . there were number0 paintings in the buckingham palace . there rachel learned that number1 visitors came to the buckingham palace that day . if there were number2 visitors the previous day,how many more visitors visited the buckingham palace on that day than on the previous day ?,,
666,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that how many visited the buckingham palace before that day ?,92 419 103,+ number1 number2,522.0,"[2, 35, 36, 37, 6, 16, 17, 18, 48, 49, 50, 29, 30, 31]",Addition,"33, 11",after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that,how many visited the buckingham palace before that day ?,,
667,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that how many visited the buckingham palace within the past number3 days ?,512 471 808 89,+ + number0 number1 number2,1791.0,"[2, 35, 36, 37, 6, 16, 17, 18, 51, 50, 52, 23, 29, 30, 31]",Addition,"21, 11",after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that,how many visited the buckingham palace within the past number3 days ?,,
668,after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that how many more visitors visited the buckingham palace on that day than on the previous number3 days ?,705 191 457 245,- number0 + number1 number2,57.0,"[2, 35, 36, 37, 6, 16, 17, 18, 19, 56, 57, 58, 29, 30, 31]",Subtraction,"21, 11",after eating a hearty meal they went to see the buckingham palace . there rachel learned that number0 visitors came to the buckingham palace that day . if there were number1 visitors the previous day and number2 visitors the day before that,how many more visitors visited the buckingham palace on that day than on the previous number3 days ?,,
669,next on his checklist are wax to stick the feathers together . he needs number0 g of wax more . if the feathers require a total of number1 g of wax how many grams of wax does he already have ?,159 628,- number1 number0,469.0,"[1, 37, 38, 39, 13, 14, 15, 26, 27, 28]",Subtraction,32,next on his checklist are wax to stick the feathers together . he needs number0 g of wax more . if the feathers require a total of number1 g of wax,how many grams of wax does he already have ?,,
670,next on his checklist are wax to stick the feathers together and colors to paint them . he needs a total of number0 g of colors to paint them . if the feathers require number1 g of wax and right now he just needs number2 g how many grams of wax does he already have ?,49 288 260,- number1 number2,28.0,"[33, 34, 35, 3, 43, 44, 45, 13, 52, 21, 22, 23, 53, 54]",Subtraction,33,next on his checklist are wax to stick the feathers together and colors to paint them . he needs a total of number0 g of colors to paint them . if the feathers require number1 g of wax and right now he just needs number2 g,how many grams of wax does he already have ?,,
671,next on his checklist are wax to stick the feathers together and colors to paint them . he needs a total of number0 g of colors to paint them . he needs number1 g of wax more . if the feathers require a total of number2 g of wax how many grams of wax does he already have ?,57 22 353,- number2 number1,331.0,"[32, 33, 1, 44, 45, 46, 21, 22, 23, 55, 57, 56, 31]",Subtraction,"33, 32",next on his checklist are wax to stick the feathers together and colors to paint them . he needs a total of number0 g of colors to paint them . he needs number1 g of wax more . if the feathers require a total of number2 g of wax,how many grams of wax does he already have ?,,
672,next on his checklist are wax to stick the feathers together . if the feathers require number0 g of wax and right now he has number1 g how many more grams of wax does he need ?,166 20,- number0 number1,146.0,"[33, 34, 3, 35, 12, 15, 16, 17, 24, 25, 26]",Subtraction,23,next on his checklist are wax to stick the feathers together . if the feathers require number0 g of wax and right now he has number1 g,how many more grams of wax does he need ?,,
673,next on his checklist are wax to stick the feathers together . if he has number0 g of wax and right now he just needs number1 g total how many grams of wax do the feathers require ?,557 17,+ number0 number1,574.0,"[2, 34, 35, 36, 12, 14, 15, 16, 24, 25, 26]",Addition,23,next on his checklist are wax to stick the feathers together . if he has number0 g of wax and right now he just needs number1 g,total how many grams of wax do the feathers require ?,,
674,next on his checklist are wax to stick the feathers together . if he currently has number0 g of wax and the feathers require a total of number1 g of wax how many more grams of wax does he need ?,11 492,- number1 number0,481.0,"[3, 37, 38, 39, 15, 16, 17, 26, 27, 28]",Subtraction,"23, 32",next on his checklist are wax to stick the feathers together . if he currently has number0 g of wax and the feathers require a total of number1 g of wax,how many more grams of wax does he need ?,,
675,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes in number2 days . how many drums of grapes would be filled per day ?,94 90 6,/ number1 number2,15.0,"[1, 40, 41, 10, 42, 17, 18, 19, 24, 25, 26, 29, 30, 31]",Common-Division,23,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes in number2 days .,how many drums of grapes would be filled per day ?,,
676,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes in number2 days . how many drums of grapes would be filled in each day ?,266 90 5,/ number1 number2,18.0,"[1, 41, 42, 10, 43, 17, 18, 19, 24, 25, 26, 29, 30, 31]",Common-Division,23,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes in number2 days .,how many drums of grapes would be filled in each day ?,,
677,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes per day and number2 drums of raspberries per day . how many drums of grapes would be filled in number3 days ?,294 244 47 146,* number1 number3,35624.0,"[32, 33, 1, 36, 10, 47, 48, 17, 18, 19, 49, 24, 25, 26, 29, 31]",Multiplication,33,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes per day and number2 drums of raspberries per day .,how many drums of grapes would be filled in number3 days ?,,
678,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of raspberries per day and number2 drums of grapes per day . how many drums of grapes would be filled in number3 days ?,235 100 221 77,* number2 number3,17017.0,"[32, 33, 1, 36, 10, 47, 48, 17, 18, 19, 49, 24, 25, 26, 29, 31]",Multiplication,31,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of raspberries per day and number2 drums of grapes per day .,how many drums of grapes would be filled in number3 days ?,,
679,being his favorite he saved checking on the grapevines after number0 stops . he was told by number1 of the pickers that they fill number2 drums of grapes per day . how many drums of grapes would be filled in number3 days ?,57 252 108 58,* number2 number3,6264.0,"[1, 39, 40, 9, 10, 11, 41, 16, 17, 18, 23, 24, 25, 28]",Multiplication,33,being his favorite he saved checking on the grapevines after number0 stops . he was told by number1 of the pickers that they fill number2 drums of grapes per day .,how many drums of grapes would be filled in number3 days ?,,
680,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes per day . how many days will it take to fill number2 drums of grapes ?,36 8 240,/ number2 number1,30.0,"[39, 40, 41, 10, 7, 42, 43, 17, 18, 19, 24, 25, 26, 29]",Common-Division,23,being his favorite he saved checking on the grapevines for his last stop . he was told by number0 of the pickers that they fill number1 drums of grapes per day .,how many days will it take to fill number2 drums of grapes ?,,
